PROXIMITY,220 # tiling proximity value in arcseconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TILING_DATE,2024 09 19 # Date the tile was created/configured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBS_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBOT_TEMP,287.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLPARS,0,-0.0008665329382,-0.9996937766,0,0.9996937766,-0.0008665329382,0,1,0,0,0,13366713.7,1089450000,6.21E+11,3.312E+14,-902.1087564,2624.396187,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX,J2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRE,20 07 09.12,-56 19 04.4 #Field centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTTIME,09 34 23.00 #Target observing time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTDATE,2024 09 30 #Target observing date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATEID,A3667_T068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABEL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#probe,ID,x,y,rads,angs,azAngs,angs_azAng,RA,DEC,g_mag,r_mag,i_mag,z_mag,y_mag,GAIA_g_mag,GAIA_bp_mag,GAIA_rp_mag,Mstar,Re,z,GAL_MU_E_R,pmRA,pmDEC,priority,MagnetX_noDC,MagnetY_noDC,type,MagnetX,MagnetY,SkyPosition,fibre_type,Magnet,Label,order,Pickup_option,Index,Hexabundle,probe_orientation,rectMag_inputOrientation,Magnet_C,Label_C,order_C,Pickup_option_C,offset_P,offset_Q
1,C901005721806906,-157.13697888207700,-66.17192733812610,170.523077983077,2.46481551256976,0.398336692786596,2.06647881978317,300.59798426389,-56.0284814059601,17.5949783325195,17.0267105102539,16.7748944063345,16.6321830749512,0.0,0.0,0.0,0.0,9.74512227811288,4.3008279800415,0.0555749014019966,21.437345554245,,,4,-268943.556360966,65408.6022530113,1,-157172.39,-66143.48,-99,P,rectangular_magnet,R01,1,I,1.0,G,128.77647385137800,2.06647881978317,circular_magnet,Yel,1,TL,0.0454224428999999,0.0
2,C901005641103983,-152.5466684129210,3.5763814685686600,152.635500999161,2.20327250324041,-0.0238395041154513,2.22711200735586,300.617637888641,-56.32467979705,18.3906326293945,18.0499114990234,17.8963667997124,17.8617610931396,0.0,0.0,0.0,0.0,7.8748001460638,4.92894458770752,0.0139100719243288,22.7565558594933,,,4,-264501.837167198,-1532.23413328898,1,-152592.13,3638.41,-99,P,rectangular_magnet,R02,1,I,2.0,M,143.76178444710100,2.22711200735586,circular_magnet,Yel,1,TL,0.0769044511799999,0.0
3,C901005481103888,-129.92387372105500,128.6557281392990,182.863222825188,3.171237843393,-0.780392606111169,3.95163044950417,300.778583819675,-56.8549493961355,17.4457416534424,16.9600715637207,16.9959770761898,16.6625022888184,0.0,0.0,0.0,0.0,9.18760785339432,5.60407638549805,0.0383668579161167,21.9454664766459,,,8,-228128.056753499,-121373.163526617,1,-129949.44,128654.97,-99,P,rectangular_magnet,R03,1,I,3.0,I,88.30145574141200,3.95163044950417,circular_magnet,Yel,1,TR,0.0255775173599999,0.0
4,C901005401907777,-44.717176628156600,190.67378738788500,195.853594740239,0.4125324853989,-1.34061513150342,1.75314761690232,301.433783104792,-57.1203536814947,16.1236515045166,15.6696434020996,15.5525717208682,15.3655853271484,0.0,0.0,0.0,0.0,10.0423079890248,3.69912695884705,0.0517435470047843,19.7530142694475,,,8,-80053.0183169882,-181354.532017793,1,-44684.77,190687.97,-99,P,rectangular_magnet,R04,1,I,4.0,Q,-113.63637032539900,1.75314761690232,circular_magnet,Yel,1,TL,0.0353742283999999,0.0
5,C901005561005460,-24.699008416991500,45.05664449915170,51.3703933601058,-0.37316420868875,-1.06954791280384,0.696383704115092,301.594095575391,-56.5107795042025,17.7502689361572,17.0274124145508,16.7041241055276,16.5162086486816,0.0,0.0,0.0,0.0,9.91989285079089,3.09991121292114,0.0558579601347446,20.7270333714404,,,8,-43822.3999616602,-43590.7679497702,1,-24684.54,45050.98,-99,P,rectangular_magnet,R05,1,I,5.0,P,-68.61926577679550,0.696383704115092,circular_magnet,Blu,1,TR,0.0155377488999999,0.0
6,C901005803300862,-77.59994463172060,-156.5210243283210,174.674444059215,2.37715724573293,1.11003849763854,1.26711874809439,301.210578636987,-55.652028589602,18.4056396484375,17.4350929260254,17.0983386798727,16.6018142700195,0.0,0.0,0.0,0.0,10.0103096152059,5.83945226669312,0.0550029389560222,22.5098281714831,,,1,-130497.228040836,150486.938749951,1,-77664.98,-156458.66,-99,P,rectangular_magnet,R06,1,I,6.0,E,133.79892258056,1.26711874809439,circular_magnet,Yel,1,TL,0.0901049863999998,0.0
7,C901005722008275,-39.10330971437870,-65.60084949543100,76.3604240129676,-0.990923334769,1.03357639926617,4.25868557314442,301.490524631658,-56.0353836885907,18.7451667785645,17.8394584655762,17.2032950527018,17.1358432769775,0.0,0.0,0.0,0.0,9.859661330555,4.14123296737671,0.0557880923151969,22.1679814606544,,,4,-67229.4332452324,63848.6863785009,1,-39077.41,-65603.89,-99,P,rectangular_magnet,R07,1,I,7.0,O,-33.22427509670710,4.25868557314442,circular_magnet,Blu,1,TR,0.0167343919199998,0.02
8,C901005803407502,18.41193337902070,-137.15578682358800,138.330968028317,1.42828329378058,1.7043524273963,6.00711617356387,301.932467757118,-55.734038523003,17.3876266479492,16.6942710876465,16.4225030406133,16.2467269897461,0.0,0.0,0.0,0.0,8.90271819194662,4.06969976425171,0.0155024817213416,20.9849576244289,,,8,32649.7131085606,131952.693801329,1,18420.07,-137099.08,-99,P,rectangular_magnet,R08,1,I,8.0,K,-171.8346046826710,6.00711617356387,circular_magnet,Gre,1,TR,0.0572875941399999,0.0
9,C901005885507118,134.5887409473180,-164.9441994867770,212.906231373086,0.438212545520777,2.25556274348248,4.46583510921789,302.796243975129,-55.6234821694096,15.6994819641113,15.0281448364258,16.1205721517135,14.5177478790283,0.0,0.0,0.0,0.0,10.1640364025227,9.01081275939941,0.0551614927296667,21.0448393448671,,,8,227863.138379219,156938.429713428,1,134661.51,-164910.1,-99,P,rectangular_magnet,R09,1,I,9.0,A,-115.10772938802500,4.46583510921789,circular_magnet,Mag,1,TR,0.0803623669799998,0.0
10,C901005402104154,47.06051307746790,176.88064960942600,183.048121942096,0.179935832305399,4.45219141383427,2.01092972565071,302.147230528939,-57.0657560509889,17.9024868011475,17.000171661377,16.7341347805804,16.3798789978027,0.0,0.0,0.0,0.0,10.1561141139019,1.80345165729523,0.0622558332979679,19.5235688694219,,,1,81186.0995402416,-169015.46752348,1,47093.06,176886.57,-99,P,rectangular_magnet,R10,1,I,10.0,S,-100.3095637742730,2.01092972565071,circular_magnet,Yel,1,TL,0.0330810095199999,0.0
11,C901005402201832,92.90137767658760,146.4011696951750,173.374918835087,2.86359228373506,4.14722687222355,4.9995507186911,302.502948259104,-56.9376637909518,17.137523651123,16.3863105773926,16.0442715730893,15.8337516784668,0.0,0.0,0.0,0.0,10.3130602214059,3.47094559669495,0.0619317193826039,20.3314242922785,,,8,161578.306557402,-140066.616755099,1,92851.41,146415.43,-99,P,rectangular_magnet,R11,1,I,11.0,D,105.92824789575200,4.9995507186911,circular_magnet,Yel,1,TR,0.0519627269999999,0.0
12,C901005402208617,129.82132287710500,163.972921658877,209.172939416457,-0.381633125756359,4.04222815850976,1.85932402291347,302.784317085701,-57.0055199949899,16.6110439300537,15.8222017288208,15.5382389366863,15.2258768081665,0.0,0.0,0.0,0.0,10.3980101176188,4.77721452713013,0.0529191909098236,20.460950132,,,8,225167.661368511,-155402.118867707,1,129919.83,163933.39,-99,P,rectangular_magnet,R12,1,I,12.0,T,-68.13403257177530,1.85932402291347,circular_magnet,Mag,1,TL,0.1061433244000000,0.0
13,C901005481404947,50.22054906566860,110.00047528241200,120.900272120853,3.08953424147242,4.28456465791775,5.08815489073426,302.174681304005,-56.7879087003938,17.8761348724365,16.9533405303955,16.5148206688331,16.2039928436279,0.0,0.0,0.0,0.0,10.1604809791388,6.10060691833496,0.0520615465939044,22.1230804266701,,,1,87389.974705177,-106221.966289006,1,50160.58,110003.6,-99,P,rectangular_magnet,R13,1,I,13.0,B,92.9827273024782,5.08815489073426,circular_magnet,Gre,1,TR,0.0600504179599999,0.0
14,C901005641600300,117.7232420699190,-20.955277403970800,119.541807830575,4.13485244039065,2.9648028209352,1.17004961945544,302.692803473508,-56.2272740477018,18.1672744750977,17.5684413909912,17.2867549206488,17.1816444396973,0.0,0.0,0.0,0.0,9.61452514913604,3.16496419906616,0.0612881928682327,21.3131600817194,,,8,204485.585012749,20481.4652193941,1,117678.55,-21023.86,-99,P,rectangular_magnet,R14,1,I,14.0,L,33.09040625624700,1.17004961945544,circular_magnet,Gre,1,TL,0.0818593524999998,0.0
15,C901005641505225,84.71183790408060,9.932487441840530,85.3077049476177,1.38242679864564,3.25888873131419,4.40672337451104,302.442709691142,-56.3607166512179,16.7120227813721,15.7713794708252,15.7092750384421,15.1057329177856,0.0,0.0,0.0,0.0,10.4727238506671,5.01988315582275,0.0525453202188754,20.5177221950864,,,1,147964.390197987,-9676.56317524164,1,84721.53,9983.33,-99,P,rectangular_magnet,R15,1,I,15.0,F,-169.20722104817700,4.40672337451104,circular_magnet,Blu,1,TR,0.05175811476,0.0
16,C901005561211976,116.00903384836300,49.69105787726570,126.155323798294,3.70581688312669,3.54622576202332,0.159591121103368,302.683089950132,-56.5289773347297,18.2063941955566,17.2952499389648,17.0398844132527,16.7000484466553,0.0,0.0,0.0,0.0,10.0545527710217,3.47098255157471,0.0625360682606697,21.2403867732205,,,1,202290.32872983,-47703.4776489109,1,115967.89,49665.02,-99,P,rectangular_magnet,R16,1,I,16.0,R,57.67233294851520,0.159591121103368,circular_magnet,Gre,1,TR,0.04869073126,0.0
17,C901005722308968,143.55516956434400,-89.05517151566390,168.948148682797,0.77440962658648,2.58666560336692,4.47092933039915,302.878302077416,-55.9386436688215,18.7463722229004,18.2411479949951,17.9631581933809,17.9396057128906,0.0,0.0,0.0,0.0,8.72127936004936,1.89361476898193,0.0332778878509998,20.8704808374951,,,8,246408.269496086,85711.9308463321,1,143595.6,-89015.62,-99,P,rectangular_magnet,R17,1,I,17.0,J,-134.37040321770700,4.47092933039915,circular_magnet,Yel,1,TR,0.05655919482,0.0
18,C901005641609947,165.86565212707100,-15.583919267327200,166.584337844271,4.44849956028861,3.04749996377448,1.40099959651413,303.0544730498,-56.2485025267129,17.5277442932129,16.7764644622803,16.8059892178894,16.2494659423828,0.0,0.0,0.0,0.0,9.80704597309224,5.84421586990356,0.051632760092616,21.8529703902657,,,8,286222.909254857,15683.8289628855,1,165847.46,-15651.25,-99,P,rectangular_magnet,R18,1,I,18.0,C,15.11975002966010,1.40099959651413,circular_magnet,Yel,1,TL,0.0697451148799999,0.0
19,C901005722001438,-72.53163551188770,-53.75947933774880,90.2756521238506,-0.867573951229584,0.63899598070853,4.77661537524147,301.233843768389,-56.0845559598681,18.3509578704834,17.5577068328857,17.0800698731315,16.9896411895752,0.0,0.0,0.0,0.0,9.80397270732996,3.40797019004822,0.0504137687385082,21.4630604510301,,,4,-125239.308344148,52735.753069807,1,-72463.81,-53839.48,-99,P,rectangular_magnet,R19,1,I,19.0,N,-40.291674179056100,4.77661537524147,circular_magnet,Blu,1,TR,0.10488282044,0.0
20,S481588791,13.352780680435600,38.27122586416400,40.528669561102,3.53031269643702,4.37683680267478,5.43666120094184,301.890415,-56.482637,16.6809,16.4476,16.323,16.2955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01733178971519,-9.12391760943984,5,23145.7900000017,-37230.5619999989,0,13345.71,38268.33,-99,P,rectangular_magnet,R20,1,I,20.0,H,67.72798213270940,5.43666120094184,circular_magnet,Blu,1,TR,0.0076407166599999,0.0
21,S481546489,37.43010485097750,-8.778272492831080,38.4266606599038,3.96897592961618,2.91035191772419,1.05862401189199,302.07824,-56.280383,16.9012,16.5552,16.3668,16.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.56974539486114,-12.1333150376195,5,65594.2399999961,8478.84200000026,0,37403.85,-8806.83,-99,P,rectangular_magnet,R21,1,I,21.0,U,42.59443024398040,1.05862401189199,circular_magnet,Blu,1,TL,0.0387923757399998,0.0
22,G481544550,0.0271968364510718,0.0110169341368304,0.0053881443930169,-0.318716697683534,3.26065303831134,2.70381557118472,301.788602,-56.317856,,14.3184,,,,,,,,,,,8.27558772533701,-13.5174515774,-99,136.05200000336,9.94400000058704,2,5.35,0.64,-99,G,rectangular_magnet,R22,1,I,22.0,GS1,-71.73887836238650,2.70381557118472,circular_magnet,Blu,1,TR,-0.017495,-0.0167
23,G481545461,-14.712868314791200,-108.9600769762510,109.934891548318,1.64987097718198,1.43663899731443,0.213231979867548,301.679923,-55.851553,,13.7096,,,,,,,,,,,8.36853986729151,2.36022071370127,-99,-24425.4020000084,105394.422,2,-14704.37,-108947.06,-99,G,rectangular_magnet,R23,1,I,23.0,GS2,175.4693562663480,0.213231979867548,circular_magnet,Gre,1,TR,0.012305,-0.0095
24,G481546058,48.40287682429140,-68.19587122721210,83.6471549557407,1.40425915665703,2.18785431549033,5.49959014834628,302.161667,-56.025967,,13.7562,,,,,,,,,,,2.99097431233286,-5.6527231185564,-99,84448.7420000026,65976.858,2,48401.44,-68221.31,-99,G,rectangular_magnet,R24,1,I,24.0,GS3,-170.45812301904800,5.49959014834628,circular_magnet,Blu,1,TR,-0.025325,-0.0028
25,G481589119,54.8942013261814,78.21268968502460,95.5511368006493,-0.0747029210261081,4.10007777969977,2.10840460645371,302.212829,-56.653165,,14.2298,,,,,,,,,,,0.0790098067842411,-1.59171238027753,-99,96011.3539999974,-75769.8899999999,2,54919.0,78191.58,-99,G,rectangular_magnet,R25,1,I,25.0,GS4,-85.71983790790490,2.10840460645371,circular_magnet,Gre,1,TL,0.026305,-0.0192
