Spectrograph,slitlet,position on slit ,Hexabundle or sky fibre,Bundle/plate,no.cores,ring,Fibre_number,COREnum,Bundle_Xc,Bundle_Yc,Coreradius
Spector,4,40,H,K,61,5,47,47,195.45,339.66,106.54
Spector,4,41,H,K,61,5,48,48,288.92,280.29,106.58
Spector,4,42,H,K,61,5,49,49,381.47,220.94,105.65
Spector,4,43,H,K,61,5,50,50,387.37,110.03,106.23
Spector,4,44,Sky,H5,8,0,2,2,0,0,NA
Spector,4,45,Sky,H2,8,0,2,2,0,0,NA
Spector,5,1,Sky,H4,8,0,2,2,0,0,NA
Spector,5,2,H,K,61,5,51,51,389.4,-1.1,106.17
Spector,5,3,H,K,61,5,52,52,388.92,-112.18,106.52
Spector,5,4,H,K,61,4,30,30,293.58,-55.18,106.19
Spector,5,5,H,K,61,4,29,29,291.44,55.89,106.12
Spector,5,6,H,K,61,4,28,28,286.6,166.13,106.77
Spector,5,7,H,K,61,4,27,27,192.78,224.67,105.64
Spector,5,8,H,K,61,4,26,26,98.83,283.28,106.4
Spector,5,9,H,K,61,4,25,25,2.82,338.26,106.65
Spector,5,10,H,K,61,4,24,24,-93.45,284.73,106.51
Spector,5,11,H,K,61,4,23,23,-189.89,230.53,106.36
Spector,5,12,BROKEN,NA,NA,NA,NA,NA,NA,NA,NA
Spector,5,13,H,K,61,4,22,22,-284.03,172.23,106.26
Spector,5,14,H,K,61,3,9,9,-189.66,114.31,105.54
Spector,5,15,H,K,61,3,10,10,-95.62,174.17,105.21
Spector,5,16,H,K,61,3,11,11,0.71,227.48,106.29
Spector,5,17,H,K,61,3,12,12,96.05,171.38,105.57
Spector,5,18,H,K,61,3,13,13,189.8,112.21,105.71
Spector,5,19,H,K,61,3,14,14,194.4,1.79,106.57
Spector,5,20,H,K,61,2,4,4,93.37,58.28,105.76
Spector,5,21,H,K,61,2,3,3,-0.7,116.88,105.86
Spector,5,22,H,K,61,2,2,2,-94.64,57.36,105.5
Spector,5,23,H,K,61,1,1,1,0,0,106
Spector,5,24,H,K,61,2,5,5,97.86,-52.44,105.71
Spector,5,25,H,K,61,2,6,6,4.03,-111.4,105.44
Spector,5,26,H,K,61,2,7,7,-95.63,-56.4,106.44
Spector,5,27,H,K,61,3,8,8,-190.34,1.47,106.15
Spector,5,28,H,K,61,3,19,19,-190.71,-111.71,105.51
Spector,5,29,H,K,61,3,18,18,-91.78,-167.01,105.97
Spector,5,30,H,K,61,3,17,17,7.27,-221.91,105.89
Spector,5,31,H,K,61,3,16,16,101.39,-163.47,105.55
Spector,5,32,H,K,61,3,15,15,197.47,-108.75,106.3
Spector,5,33,H,K,61,4,31,31,292.06,-166.31,105.9
Spector,5,34,H,K,61,4,32,32,196.65,-221.54,106.52
Spector,5,35,H,K,61,4,33,33,101.97,-280.25,105.72
Spector,5,36,H,K,61,4,34,34,5.54,-335.26,106.05
Spector,5,37,H,K,61,4,35,35,-89.11,-277.37,105.98
Spector,5,38,H,K,61,4,36,36,-186.51,-223.84,105.93
Spector,5,39,H,K,61,4,37,37,-284.27,-171.12,105.82
Spector,5,40,H,K,61,4,20,20,-284.98,-55.21,106.01
Spector,5,41,H,K,61,4,21,21,-285.26,57.32,105.65
Spector,5,42,H,K,61,5,40,40,-380.98,114.22,105.26
Spector,5,43,H,K,61,5,39,39,-380.87,0.24,106.14
Spector,5,44,H,K,61,5,38,38,-379.53,-112.13,105.39
Spector,5,45,Sky,H6,8,0,2,2,0,0,NA
Spector,6,1,Sky,H7,8,0,3,3,0,0,NA
Spector,6,2,H,K,61,5,61,61,-381.96,-222.4,105.36
Spector,6,3,H,K,61,5,60,60,-281.99,-281.36,105.44
Spector,6,4,H,K,61,5,59,59,-184.22,-334.05,105.54
Spector,6,5,H,L,61,4,29,29,291.18,73.55,106.18
Spector,6,6,H,L,61,4,28,28,281.41,185.07,106.14
Spector,6,7,H,L,61,4,27,27,178.85,237.62,105.83
Spector,6,8,H,L,61,4,26,26,78.6,286.88,106.08
Spector,6,9,H,L,61,4,25,25,-22.78,331.91,105.88
Spector,6,10,H,L,61,4,24,24,-119.28,274.99,106.03
Spector,6,11,H,L,61,4,23,23,-210.64,211.7,105.87
Spector,6,12,H,L,61,4,22,22,-300.56,147.11,105.72
Spector,6,13,H,L,61,3,9,9,-199.71,101.49,105.68
Spector,6,14,H,L,61,3,10,10,-107.38,162.45,105.85
Spector,6,15,H,L,61,3,11,11,-13.55,222.04,105.99
Spector,6,16,H,L,61,3,12,12,87.48,173.76,105.74
Spector,6,17,H,L,61,3,13,13,186.41,123.49,105.61
Spector,6,18,H,L,61,3,14,14,193.6,12.96,105.72
Spector,6,19,H,L,61,2,4,4,94.42,61.97,105.67
Spector,6,20,H,L,61,2,3,3,-5.41,111.38,106.01
Spector,6,21,H,L,61,2,2,2,-98.71,51.46,105.98
Spector,6,22,H,L,61,1,1,1,0,0,106
Spector,6,23,H,L,61,2,5,5,100.77,-48.63,105.81
Spector,6,24,H,L,61,2,6,6,6.48,-111.02,105.89
Spector,6,25,H,L,61,2,7,7,-94.05,-62.72,106.18
Spector,6,26,H,L,61,3,8,8,-192.43,-12.69,106.29
Spector,6,27,H,L,61,3,19,19,-186.19,-124.83,106.37
Spector,6,28,H,L,61,3,18,18,-84.55,-175.75,106.09
Spector,6,29,H,L,61,3,17,17,16.86,-222.11,105.82
Spector,6,30,H,L,61,3,16,16,109.09,-159.67,105.55
Spector,6,31,H,L,61,3,15,15,201.21,-97.66,105.59
Spector,6,32,H,L,61,4,31,31,301.45,-149.95,106.08
Spector,6,33,H,L,61,4,32,32,208.71,-211.42,105.86
Spector,6,34,H,L,61,4,33,33,116.86,-272.85,105.8
Spector,6,35,H,L,61,4,34,34,23.44,-332.68,105.77
Spector,6,36,H,L,61,4,35,35,-77.99,-286.99,105.78
Spector,6,37,H,L,61,4,36,36,-176.96,-237.04,105.68
Spector,6,38,H,L,61,4,37,37,-281.33,-184.92,105.81
Spector,6,39,H,L,61,4,20,20,-284.98,-73.87,105.96
Spector,6,40,H,L,61,4,21,21,-291.73,36.95,105.15
Spector,6,41,H,L,61,5,40,40,-395.47,80.6,106.32
Spector,6,42,H,L,61,5,39,39,-387.08,-31,106.03
Spector,6,43,H,L,61,5,38,38,-383.29,-141.36,106.21
Spector,6,44,Sky,H3,8,0,3,3,0,0,NA
Spector,6,45,Sky,H5,8,0,3,3,0,0,NA
Spector,7,1,Sky,H2,8,0,3,3,0,0,NA
Spector,7,2,H,L,61,5,61,61,-369.89,-251.42,106.15
Spector,7,3,H,L,61,5,60,60,-269.64,-299.84,106.19
Spector,7,4,H,L,61,5,59,59,-170.73,-349.64,106
Spector,7,5,H,L,61,5,58,58,-71.44,-397.89,106.27
Spector,7,6,H,L,61,5,57,57,33.29,-444.01,106.32
Spector,7,7,H,L,61,5,56,56,127.14,-383.41,105.87
Spector,7,8,H,L,61,5,55,55,222.01,-324.92,105.99
Spector,7,9,H,L,61,5,54,54,313.61,-261.55,106.28
Spector,7,10,H,L,61,5,53,53,404.86,-195.51,106.02
Spector,7,11,H,L,61,4,30,30,295.32,-38.96,105.96
Spector,7,12,H,L,61,5,52,52,396.83,-84.23,105.61
Spector,7,13,H,L,61,5,51,51,391.83,26.55,105.68
Spector,7,14,H,L,61,5,50,50,389.48,138.86,105.53
Spector,7,15,H,L,61,5,49,49,372.48,248.52,105.79
Spector,7,16,H,L,61,5,48,48,275.8,302.05,105.7
Spector,7,17,H,L,61,5,47,47,176.77,353.82,105.39
Spector,7,18,H,L,61,5,46,46,75.69,398.8,106.53
Spector,7,19,H,L,61,5,45,45,-32.86,443.41,105.52
Spector,7,20,H,L,61,5,44,44,-128.1,385.7,105.79
Spector,7,21,H,L,61,5,43,43,-220.66,323.65,105.96
Spector,7,22,H,L,61,5,42,42,-311.15,260.05,106.13
Spector,7,23,H,L,61,5,41,41,-402.07,192.05,106.32
Spector,7,24,BROKEN,M,61,0,53,53,129.29,-416.91,106.25
Spector,7,25,BROKEN,M,61,0,54,54,22.56,-400.42,105.83
Spector,7,26,BROKEN,M,61,0,55,55,-83.59,-380.09,106.21
Spector,7,27,BROKEN,M,61,0,56,56,-189.33,-357.25,106.29
Spector,7,28,BROKEN,M,61,0,57,57,-293.08,-328.04,106.3
Spector,7,29,BROKEN,M,61,0,58,58,-324.4,-224.04,106.45
Spector,7,30,BROKEN,M,61,0,59,59,-358.37,-120.25,106.08
Spector,7,31,BROKEN,M,61,0,60,60,-392.91,-18.01,106.28
Spector,7,32,BROKEN,M,61,0,61,61,-427.15,85.75,106.12
Spector,7,33,BROKEN,M,61,0,38,38,-356.1,168.27,106.52
Spector,7,34,BROKEN,M,61,0,41,41,-128.67,417.34,106.47
Spector,7,35,BROKEN,M,61,0,42,42,-22.16,400.81,106.76
Spector,7,36,BROKEN,M,61,0,43,43,84.51,379.16,106.4
Spector,7,37,BROKEN,M,61,0,44,44,190.34,354.93,106.48
Spector,7,38,BROKEN,M,61,0,45,45,294.73,325.95,106.64
Spector,7,39,BROKEN,M,61,0,46,46,332.79,224.47,106.21
Spector,7,40,BROKEN,M,61,0,47,47,364.27,120.73,106.11
Spector,7,41,BROKEN,M,61,0,48,48,394.11,15.78,106.76
Spector,7,42,BROKEN,M,61,0,49,49,423.18,-93.57,106.25
Spector,7,43,BROKEN,M,61,0,50,50,355.72,-176.79,106.27
Spector,7,44,Sky,H4,8,0,3,3,0,0,NA
Spector,7,45,Sky,H1,8,0,3,3,0,0,NA
Spector,8,1,Sky,H6,8,0,3,3,0,0,NA
Spector,8,2,BROKEN,M,61,0,51,51,282.54,-258.18,105.78
Spector,8,3,BROKEN,M,61,0,52,52,208.17,-337.96,106.03
Spector,8,4,BROKEN,M,61,0,30,30,175.98,-234.26,106.4
Spector,8,5,BROKEN,M,61,0,29,29,248.98,-153.77,106.17
Spector,8,6,BROKEN,M,61,0,28,28,318.54,-68.9,105.74
Spector,8,7,BROKEN,M,61,0,27,27,287.36,36.91,106.58
Spector,8,8,BROKEN,M,61,0,26,26,253.74,140.37,106.35
Spector,8,9,BROKEN,M,61,0,25,25,219.16,250.05,106.46
Spector,8,10,BROKEN,M,61,0,24,24,112.53,273.42,107.07
Spector,8,11,BROKEN,M,61,0,23,23,6.07,295.1,106.44
Spector,8,12,BROKEN,M,61,0,22,22,-102.57,311.58,106.42
Spector,8,13,BROKEN,M,61,0,9,9,-67.52,206.06,106.46
Spector,8,14,BROKEN,M,61,0,10,10,39.54,186.89,106.36
Spector,8,15,BROKEN,M,61,0,11,11,145.67,163.12,106.72
Spector,8,16,BROKEN,M,61,0,12,12,180.2,59.49,106.68
Spector,8,17,BROKEN,M,61,0,13,13,212.6,-45.21,106.31
Spector,8,18,BROKEN,M,61,0,14,14,144.32,-128.54,106.46
Spector,8,19,BROKEN,M,61,0,4,4,107.39,-20.24,106.13
Spector,8,20,BROKEN,M,61,0,3,3,71.31,82.09,106.32
Spector,8,21,BROKEN,M,61,0,2,2,-35.46,102.35,106.04
Spector,8,22,BROKEN,M,61,0,1,1,0,0,106
Spector,8,23,BROKEN,M,61,0,5,5,35.83,-103.95,106.75
Spector,8,24,BROKEN,M,61,0,6,6,-71.65,-83.32,106.28
Spector,8,25,BROKEN,M,61,0,7,7,-106.94,20.59,106.02
Spector,8,26,BROKEN,M,61,0,8,8,-142.41,124.69,106.01
Spector,8,27,BROKEN,M,61,0,19,19,-214.56,42.26,106.52
Spector,8,28,BROKEN,M,61,0,18,18,-179.01,-61.54,106.35
Spector,8,29,BROKEN,M,61,0,17,17,-144.5,-164.71,105.62
Spector,8,30,BROKEN,M,61,0,16,16,-38.22,-186.31,106.27
Spector,8,31,BROKEN,M,61,0,15,15,68.61,-207.38,106.39
Spector,8,32,BROKEN,M,61,0,31,31,99.96,-311.63,106.11
Spector,8,33,BROKEN,M,61,0,32,32,-5.63,-289.68,106.09
Spector,8,34,BROKEN,M,61,0,33,33,-113.92,-275.89,105.83
Spector,8,35,BROKEN,M,61,0,34,34,-218.01,-245.45,106.5
Spector,8,36,BROKEN,M,61,0,35,35,-252.05,-142.39,106.22
Spector,8,37,BROKEN,M,61,0,36,36,-287,-38.76,106.49
Spector,8,38,BROKEN,M,61,0,37,37,-320.7,64.96,106.48
Spector,8,39,BROKEN,M,61,0,20,20,-248.7,147.01,105.9
Spector,8,40,BROKEN,M,61,0,21,21,-174.74,229.73,106.2
Spector,8,41,BROKEN,M,61,0,40,40,-208.28,334.65,106.59
Spector,8,42,BROKEN,M,61,0,39,39,-283.09,250.31,105.8
Spector,8,43,H,N,61,5,50,50,403.45,-11.64,106.11
Spector,8,44,Sky,H7,8,0,4,4,0,0,NA
Spector,8,45,Sky,H3,8,0,4,4,0,0,NA
Spector,9,1,Sky,H5,8,0,4,4,0,0,NA
Spector,9,2,H,N,61,5,51,51,369.55,-117.78,106.42
Spector,9,3,H,N,61,5,52,52,334.76,-224.42,106.62
Spector,9,4,H,N,61,4,30,30,260.6,-140,106.48
Spector,9,5,H,N,61,4,29,29,294.39,-33.82,106.47
Spector,9,6,H,N,61,4,28,28,328.15,72.36,106.21
Spector,9,7,H,N,61,4,27,27,251.99,155.38,106.18
Spector,9,8,H,N,61,4,26,26,176.5,237.83,106.41
Spector,9,9,H,N,61,4,25,25,101.23,319.61,106.41
Spector,9,10,H,N,61,4,24,24,-7.78,296.19,106.74
Spector,9,11,H,N,61,4,23,23,-116.83,271.58,106.8
Spector,9,12,H,N,61,4,22,22,-225.75,247.14,106.39
Spector,9,13,H,N,61,3,9,9,-150.75,164.6,106.54
Spector,9,14,H,N,61,3,10,10,-41.99,188.96,106.72
Spector,9,15,H,N,61,3,11,11,66.61,213.33,106.18
Spector,9,16,H,N,61,3,12,12,142.52,131.57,106.67
Spector,9,17,H,N,61,3,13,13,218.52,49.52,106.59
Spector,9,18,H,N,61,3,14,14,185.31,-57.41,106.38
Spector,9,19,H,N,61,2,4,4,109.71,24.55,106.84
Spector,9,20,H,N,61,2,3,3,33.99,106.58,106.72
Spector,9,21,H,N,61,2,2,2,-75.98,81.47,106.67
Spector,9,22,H,N,61,1,1,1,0,0,106.42
Spector,9,23,H,N,61,2,5,5,76.21,-81.32,106.16
Spector,9,24,H,N,61,2,6,6,-33.72,-106.32,106.5
Spector,9,25,H,N,61,2,7,7,-110.11,-24.48,106.69
Spector,9,26,H,N,61,3,8,8,-185.5,57.67,106.34
Spector,9,27,H,N,61,3,19,19,-218.47,-48.52,106.53
Spector,9,28,H,N,61,3,18,18,-143.22,-130.86,106.65
Spector,9,29,H,N,61,3,17,17,-66.93,-212.93,106.49
Spector,9,30,H,N,61,3,16,16,42.49,-187.9,106.42
Spector,9,31,H,N,61,3,15,15,151.1,-163.91,106.27
Spector,9,32,H,N,61,4,31,31,225.87,-246.88,106.4
Spector,9,33,H,N,61,4,32,32,117.02,-270.9,106.45
Spector,9,34,H,N,61,4,33,33,8.26,-294.71,106.72
Spector,9,35,H,N,61,4,34,34,-100.97,-319.19,106.35
Spector,9,36,H,N,61,4,35,35,-176.9,-238.06,106.74
Spector,9,37,H,N,61,4,36,36,-253,-155.39,106.47
Spector,9,38,H,N,61,4,37,37,-327.48,-72.09,106.39
Spector,9,39,H,N,61,4,20,20,-294.44,33.91,106.62
Spector,9,40,H,N,61,4,21,21,-260.65,140.59,106.45
Spector,9,41,H,N,61,5,40,40,-335.49,223.34,106.91
Spector,9,42,H,N,61,5,39,39,-369.87,117.62,106.45
Spector,9,43,H,N,61,5,38,38,-403.26,11.54,106.04
Spector,9,44,Sky,H2,8,0,4,4,0,0,NA
Spector,9,45,Sky,H4,8,0,4,4,0,0,NA
Spector,10,1,Sky,H1,8,0,4,4,0,0,NA
Spector,10,2,H,N,61,5,61,61,-436.56,-94.28,106.34
Spector,10,3,H,N,61,5,60,60,-363.58,-178.24,106.24
Spector,10,4,H,N,61,5,59,59,-287.66,-262.05,106.27
Spector,10,5,H,N,61,5,58,58,-211.98,-343.7,106.21
Spector,10,6,H,N,61,5,57,57,-134.88,-425.38,106.05
Spector,10,7,H,N,61,5,56,56,-26.53,-401.96,106.28
Spector,10,8,H,N,61,5,55,55,82.13,-378,106.39
Spector,10,9,H,N,61,5,54,54,191.34,-354.23,106.58
Spector,10,10,H,N,61,5,53,53,300.29,-330.24,106.28
Spector,10,11,H,N,61,5,49,49,437.43,94.42,106.37
Spector,10,12,H,N,61,5,48,48,363.41,177.87,106.49
Spector,10,13,H,N,61,5,47,47,288.9,260.73,106.81
Spector,10,14,H,N,61,5,46,46,214.3,342.61,106.58
Spector,10,15,H,N,61,5,45,45,138.77,424.45,106.56
Spector,10,16,H,N,61,5,44,44,27.03,403.62,106.44
Spector,10,17,H,N,61,5,43,43,-81.47,380.89,106.58
Spector,10,18,H,N,61,5,42,42,-189.67,355.22,107.21
Spector,10,19,H,N,61,5,41,41,-298.21,330.88,107.05
Spector,10,20,H,O,61,5,53,53,373.035,-224.35,106.065
Spector,10,21,H,O,61,5,54,54,276.89,-281.91,106.26
Spector,10,22,H,O,61,5,55,55,185.37,-343.11,105.95
Spector,10,23,H,O,61,5,56,56,89.51,-392.16,105.95
Spector,10,24,H,O,61,5,57,57,-6.04,-441.65,105.98
Spector,10,25,H,O,61,5,58,58,-100.34,-387.37,105.98
Spector,10,26,H,O,61,5,59,59,-193.36,-332.85,106.3
Spector,10,27,H,O,61,5,60,60,-292.91,-278.815,106.22
Spector,10,28,H,O,61,5,61,61,-382.855,-218.475,105.805
Spector,10,29,H,O,61,5,38,38,-383.065,-109.33,106.385
Spector,10,30,H,O,61,5,41,41,-375.76,217.56,106.185
Spector,10,31,H,O,61,5,42,42,-277.2,276.28,106.09
Spector,10,32,H,O,61,5,43,43,-183.74,330.42,105.85
Spector,10,33,H,O,61,5,44,44,-88.15,384.01,106.4
Spector,10,34,H,O,61,5,45,45,6.9,436.42,105.68
Spector,10,35,H,O,61,5,46,46,101.43,383.79,105.85
Spector,10,36,H,O,61,5,47,47,194.01,329.24,106.14
Spector,10,37,H,O,61,5,48,48,285.64,273.19,105.78
Spector,10,38,H,O,61,5,49,49,377.21,214.54,106.5
Spector,10,39,H,O,61,5,50,50,377.22,102.47,106.495
Spector,10,40,H,O,61,5,51,51,374.525,-5.93,106.415
Spector,10,41,H,O,61,5,52,52,372.345,-114.615,106.525
Spector,10,42,H,O,61,4,30,30,277.295,-61.055,106.42
Spector,10,43,H,O,61,4,29,29,281.415,49.345,105.895
Spector,10,44,Sky,H6,8,0,4,4,0,0,NA
Spector,10,45,Sky,H7,8,0,5,5,0,0,NA
Spector,11,1,Sky,H3,8,0,5,5,0,0,NA
Spector,11,2,H,O,61,4,28,28,282.695,158.955,106.29
Spector,11,3,H,O,61,4,27,27,192.04,218.98,106.43
Spector,11,4,H,O,61,4,26,26,98.605,274.52,106.11
Spector,11,5,H,O,61,4,25,25,4.86,328.39,106.21
Spector,11,6,H,O,61,4,24,24,-90.345,275.54,106.62
Spector,11,7,H,O,61,4,23,23,-183.48,221.73,105.97
Spector,11,8,H,O,61,4,22,22,-280.73,165.78,105.935
Spector,11,9,H,O,61,3,9,9,-185.405,112.75,105.935
Spector,11,10,H,O,61,3,10,10,-90.06,166.555,106.4
Spector,11,11,H,O,61,3,11,11,5.085,219.795,106.54
Spector,11,12,H,O,61,3,12,12,98.44,163.595,106.175
Spector,11,13,H,O,61,3,13,13,189.455,104.825,106.095
Spector,11,14,H,O,61,3,14,14,185.16,-4.87,105.68
Spector,11,15,H,O,61,2,4,4,94.055,53.86,105.72
Spector,11,16,H,O,61,2,3,3,2.215,109.32,105.685
Spector,11,17,H,O,61,2,2,2,-92.23,56.35,106.46
Spector,11,18,H,O,61,1,1,1,0,0,106
Spector,11,19,H,O,61,2,5,5,91.245,-58.575,106.39
Spector,11,20,H,O,61,2,6,6,-2.705,-113.405,106.2
Spector,11,21,H,O,61,2,7,7,-92.88,-54.77,105.565
Spector,11,22,H,O,61,3,8,8,-186.255,1.55,106.49
Spector,11,23,H,O,61,3,19,19,-189.025,-110.17,106.69
Spector,11,24,H,O,61,3,18,18,-99.945,-170.57,105.57
Spector,11,25,H,O,61,3,17,17,-6.26,-224.395,105.94
Spector,11,26,H,O,61,3,16,16,87.89,-172.08,106.13
Spector,11,27,H,O,61,3,15,15,181.38,-118.685,106.295
Spector,11,28,H,O,61,4,31,31,275.895,-172.36,105.93
Spector,11,29,H,O,61,4,32,32,183.305,-227.395,106.13
Spector,11,30,H,O,61,4,33,33,90.175,-283.895,106.31
Spector,11,31,H,O,61,4,34,34,-5.33,-334.41,106.07
Spector,11,32,H,O,61,4,35,35,-99.62,-279.505,105.67
Spector,11,33,H,O,61,4,36,36,-192.92,-224.04,106.495
Spector,11,34,H,O,61,4,37,37,-290.18,-164.015,105.77
Spector,11,35,H,O,61,4,20,20,-280.525,-51.825,105.59
Spector,11,36,H,O,61,4,21,21,-282.89,56.885,106.275
Spector,11,37,H,O,61,5,40,40,-378.615,108.9,106.25
Spector,11,38,H,O,61,5,39,39,-381.225,-0.015,106.31
Spector,11,39,H,P,61,5,46,46,133.17,359.76,105.73
Spector,11,40,H,P,61,5,47,47,221.68,293.31,105.92
Spector,11,41,H,P,61,5,48,48,305.305,228.885,105.71
Spector,11,42,H,P,61,5,49,49,397.545,156.545,105.74
Spector,11,43,H,P,61,5,50,50,384.665,51.285,106.075
Spector,11,44,Sky,H5,8,0,5,5,0,0,NA
Spector,11,45,Sky,H2,8,0,5,5,0,0,NA
Spector,12,1,Sky,H4,8,0,5,5,0,0,NA
Spector,12,2,H,P,61,5,51,51,372.855,-55.725,105.685
Spector,12,3,H,P,61,5,52,52,356.825,-160.85,105.76
Spector,12,4,H,P,61,4,30,30,272.58,-92.45,106.595
Spector,12,5,H,P,61,4,29,29,284.615,14.265,105.93
Spector,12,6,H,P,61,4,28,28,296.715,121.64,106.57
Spector,12,7,H,P,61,4,27,27,206.86,188.03,106.08
Spector,12,8,H,P,61,4,26,26,121.445,252.975,105.84
Spector,12,9,H,P,61,4,25,25,34.27,319.03,105.54
Spector,12,10,H,P,61,4,24,24,-64.045,277.355,105.84
Spector,12,11,H,P,61,4,23,23,-164.88,233.735,105.59
Spector,12,12,H,P,61,4,22,22,-264.725,191.95,105.535
Spector,12,13,H,P,61,3,9,9,-174.94,128.205,105.73
Spector,12,14,H,P,61,3,10,10,-77.725,171.6,105.685
Spector,12,15,H,P,61,3,11,11,22.26,212.305,105.685
Spector,12,16,H,P,61,3,12,12,108.415,146.56,105.46
Spector,12,17,H,P,61,3,13,13,197.64,80.74,105.775
Spector,12,18,H,P,61,3,14,14,184.825,-24.795,106.525
